timestamp,target_host,sequence,rtt,status
2025-06-07 23:28:35.427282000,8.8.8.8,0,84.832,success
2025-06-07 23:28:36.480900000,8.8.8.8,0,26.767,success
2025-06-07 23:28:37.540140000,8.8.8.8,0,25.880,success
2025-06-07 23:28:38.897616000,8.8.8.8,0,317.129,success
2025-06-07 23:28:39.964227000,8.8.8.8,0,33.898,success
2025-06-07 23:28:41.073416000,8.8.8.8,0,74.554,success
2025-06-07 23:28:42.133286000,8.8.8.8,0,24.124,success
2025-06-07 23:28:43.193931000,8.8.8.8,0,25.908,success
2025-06-07 23:28:44.268226000,8.8.8.8,0,32.627,success
2025-06-07 23:28:45.344794000,8.8.8.8,0,38.581,success
2025-06-07 23:28:46.490057000,8.8.8.8,0,113.256,success
2025-06-07 23:28:47.546592000,8.8.8.8,0,23.710,success
2025-06-07 23:28:48.599776000,8.8.8.8,0,26.678,success
2025-06-07 23:28:49.651734000,8.8.8.8,0,29.298,success
2025-06-07 23:28:50.701023000,8.8.8.8,0,27.738,success
2025-06-07 23:28:51.759164000,8.8.8.8,0,28.452,success
2025-06-07 23:28:52.888145000,8.8.8.8,0,100.374,success
2025-06-07 23:28:54.005674000,8.8.8.8,0,78.677,success
2025-06-07 23:28:55.068062000,8.8.8.8,0,24.218,success
2025-06-07 23:28:56.264148000,8.8.8.8,0,163.589,success
2025-06-07 23:28:57.328839000,8.8.8.8,0,27.840,success
2025-06-07 23:28:58.392629000,8.8.8.8,0,30.611,success
2025-06-07 23:28:59.481480000,8.8.8.8,0,54.205,success
2025-06-07 23:29:00.640692000,8.8.8.8,0,122.183,success
2025-06-07 23:29:01.701593000,8.8.8.8,0,31.371,success
2025-06-07 23:29:02.752004000,8.8.8.8,0,22.676,success
2025-06-07 23:29:03.816916000,8.8.8.8,0,34.127,success
2025-06-07 23:29:04.905410000,8.8.8.8,0,58.791,success
2025-06-07 23:29:05.956360000,8.8.8.8,0,24.295,success
2025-06-07 23:29:07.055258000,8.8.8.8,0,22.316,success
2025-06-07 23:29:08.172922000,8.8.8.8,0,53.291,success
2025-06-07 23:29:09.255039000,8.8.8.8,0,47.867,success
2025-06-07 23:29:10.319833000,8.8.8.8,0,26.196,success
2025-06-07 23:29:11.383139000,8.8.8.8,0,27.124,success
2025-06-07 23:29:12.435289000,8.8.8.8,0,26.584,success
2025-06-07 23:29:13.523205000,8.8.8.8,0,57.873,success
2025-06-07 23:29:14.618950000,8.8.8.8,0,66.269,success
2025-06-07 23:29:15.669961000,8.8.8.8,0,24.010,success
2025-06-07 23:29:16.735608000,8.8.8.8,0,31.724,success
2025-06-07 23:29:17.791406000,8.8.8.8,0,29.281,success
2025-06-07 23:29:18.849667000,8.8.8.8,0,26.915,success
2025-06-07 23:29:19.904803000,8.8.8.8,0,31.234,success
2025-06-07 23:29:20.979601000,8.8.8.8,0,48.316,success
2025-06-07 23:29:22.034882000,8.8.8.8,0,24.691,success
2025-06-07 23:29:23.124916000,8.8.8.8,0,57.378,success
2025-06-07 23:29:24.186067000,8.8.8.8,0,23.667,success
2025-06-07 23:29:25.293060000,8.8.8.8,0,76.408,success
2025-06-07 23:29:26.390479000,8.8.8.8,0,67.712,success
2025-06-07 23:29:27.453598000,8.8.8.8,0,31.922,success
2025-06-07 23:29:28.509407000,8.8.8.8,0,27.009,success
2025-06-07 23:29:29.579528000,8.8.8.8,0,41.663,success
2025-06-07 23:29:30.648388000,8.8.8.8,0,41.997,success
2025-06-07 23:29:31.710876000,8.8.8.8,0,33.841,success
2025-06-07 23:29:32.786109000,8.8.8.8,0,46.113,success
2025-06-07 23:29:33.839325000,8.8.8.8,0,22.933,success
2025-06-07 23:29:34.923618000,8.8.8.8,0,51.846,success
2025-06-07 23:29:35.985265000,8.8.8.8,0,29.334,success
2025-06-07 23:29:37.040580000,8.8.8.8,0,24.855,success
2025-06-07 23:29:38.275276000,8.8.8.8,0,204.040,success
2025-06-07 23:29:39.336400000,8.8.8.8,0,27.683,success
2025-06-07 23:29:40.392490000,8.8.8.8,0,24.341,success
2025-06-07 23:29:41.472992000,8.8.8.8,0,25.080,success
2025-06-07 23:29:42.522355000,8.8.8.8,0,23.076,success
2025-06-07 23:29:43.572041000,8.8.8.8,0,26.146,success
2025-06-07 23:29:44.638987000,8.8.8.8,0,32.831,success
2025-06-07 23:29:45.706518000,8.8.8.8,0,25.601,success
2025-06-07 23:29:46.780327000,8.8.8.8,0,35.714,success
2025-06-07 23:29:47.851339000,8.8.8.8,0,29.179,success
2025-06-07 23:29:48.929214000,8.8.8.8,0,35.568,success
